article,unique_words
New_approach_provides_potentia.txt,191
Strain_of_common_cold_virus_co.txt,191
Antifungal_drug_improves_key_c.txt,191
A_leap_forward_for_terahertz_l.txt,191
Crop_residue_decisions_affect_.txt,191
A_new_breakthrough_in_developi.txt,191
New-found_phenomenon_that_may_.txt,191
A_new_blindness_gene_uncovered.txt,191
Antennas_of_flexible_nanotube_.txt,191
Finding_the_recipe_for_a_large.txt,191
Ocean_currents_predicted_on_Sa.txt,191
Researchers_use_electron_micro.txt,191
Mercury's_mysterious_'darkness.txt,191
Endangered_blue_whales_recorde.txt,191
Evidence_supports_'hot_start'_.txt,191
"For_many_students,_double-dose.txt",191
3D_'bioprinting'_used_to_creat.txt,191
People_with_heart_defects_may_.txt,191
Exposure_to_vitamin_D_in_the_w.txt,191
Immunological_signature_agains.txt,191
Scientists_discover_tarantula-.txt,191
Positive_parenting_can_reduce_.txt,191
Neural_roots_origins_of_alcoho.txt,191
Researchers_confront_optics_an.txt,191
Fewer_rainy_days_leading_to_ea.txt,191
The_impacts_from_using_genetic.txt,191
Three-drug_combo_improves_lung.txt,191
Newly-hatched_pterosaurs_may_h.txt,191
Electrical_brain_stimulation_e.txt,191
Virtual_reality_could_help_flu.txt,191
High_levels_of_two_hormones_in.txt,191
Inhibiting_epileptic_activity_.txt,191
Finerenone_improves_outcomes_i.txt,191
Humans_are_born_with_brains_'p.txt,191
Newly_discovered_node_in_brain.txt,191
A_cautionary_tale_of_machine_l.txt,191
Screening_study_IDs_inhibitor_.txt,191
Study_reveals_more_hostile_con.txt,191
Decreased_mortality_for_patien.txt,191
Size_matters:_How_the_size_of_.txt,191
Rainfall_strongly_affects_infe.txt,191
Researchers_use_mobile_device_.txt,191
Diversity_of_the_gut_microbiom.txt,191
Savory_foods_may_promote_healt.txt,191
Can_talking_to_young_children_.txt,191
Long-term_carbon_dioxide_emiss.txt,191
Novel_mechanisms_that_cause_pr.txt,192
Clinical_trial_shows_benefit_o.txt,192
Tackling_food_allergies_at_the.txt,192
Climate_change_challenge:_Term.txt,192
Measuring_impact_of_drought_on.txt,192
Online_therapy_effective_again.txt,192
Scientists_identify_possible_n.txt,192
Scientists_confirm_decrease_in.txt,192
Children_of_anxious_mothers_tw.txt,192
Researchers_develop_new_measur.txt,192
Demolishing_abandoned_houses_d.txt,192
Cells_carrying_Parkinson's_mut.txt,192
Socializing_may_improve_older_.txt,192
Study_could_pave_way_for_creat.txt,192
Efficiently_'switching_on'_bac.txt,192
"Benefits_for_mind,_body_and_wo.txt",192
Hepatitis_drug_increases_antib.txt,192
Learning_is_more_effective_whe.txt,192
Drug-resistant_germ_packs_punc.txt,192
Shining_a_light_on_the_role_of.txt,192
Forget_handheld_virtual_realit.txt,192
Trust_and_income_inequality_fu.txt,192
Child_abuse_and_neglect_linked.txt,192
Follow_the_smell_of_the_ocean_.txt,192
Hubble_uncovers_concentration_.txt,192
Shift_in_diet_allowed_gray_wol.txt,192
Magnetism_helps_electrons_vani.txt,192
"Form,_function_and_a_deadly_fu.txt",192
Kagome_graphene_promises_excit.txt,192
New_report_aims_to_improve_VR_.txt,192
Discovery_may_open_door_for_tr.txt,192
Active_volcanism_on_Venus_____.txt,192
Neurotoxin_from_a_black_widow_.txt,192
Potato_genome_decoded_________.txt,192
Brain_cell_advance_brings_fres.txt,192
Emergency_department_visits_re.txt,192
Antibiotics_in_early_life_coul.txt,192
From_toxic_ions_to_single-atom.txt,192
Innovative_gene_therapy_'repro.txt,192
New_electronic_paper_displays_.txt,192
A_reef_in_two_gears:_New_patte.txt,192
More_economic_worries_mean_les.txt,192
Look_beyond_opioids_to_solve_n.txt,192
Donors_more_likely_to_give_to_.txt,192
"Meat,_MS_and_the_microbiome___.txt",192
Where_did_the_Asian_longhorned.txt,192
Radiological_crimes_investigat.txt,192
Gender-affirming_hormone_thera.txt,192
"Huntington's,_ALS:_Where_the_b.txt",192
Modern_snakes_evolved_from_a_f.txt,192
Saliva_testing_may_allow_early.txt,192
Transforming_‘sewer_gas’_into_.txt,192
Study_identifies_risk_factors_.txt,192
Degrees_of_happiness?_Formal_e.txt,192
Restless_Legs_Genetics_On_The_.txt,192
Rehabilitation_therapies_can_l.txt,192
Direct_'uphill'_isomerization_.txt,192
Teens'_social_media_use_does_n.txt,192
COVID-19_is_making_tinnitus_wo.txt,192
New_way_of_syncing_music_to_vi.txt,192
Every_month_delayed_in_cancer_.txt,192
Common_loud_noises_cause_fluid.txt,192
Testing_the_waters:_Analyzing_.txt,192
Researchers_use_soy_to_improve.txt,192
Team_of_bioethicists_and_scien.txt,192
Antibody_treatment_prevents_in.txt,192
New_test_to_measure_the_effect.txt,192
Vegetable-rich_diet_lowers_fat.txt,192
Energy-saving_gas_turbines_fro.txt,192
Embryo_freezing_for_IVF_appear.txt,192
Change_of_heart?_It_may_affect.txt,192
Bone-loss_discovery_points_to_.txt,192
Forest_emissions:_A_chiral_sur.txt,192
Alpha_particles_lurk_at_the_su.txt,192
Damaging_Sichuan_earthquakes_l.txt,192
Combined_prenatal_smoking_and_.txt,192
Why_does_Mercury_have_such_a_b.txt,192
Did_Leonardo_da_Vinci_have_ADH.txt,192
Graphic_anti-smoking_posters_m.txt,192
Alternative_technique_for_dete.txt,192
Swinging_on_the_quantum_level_.txt,192
There's_a_'man_in_the_moon':_W.txt,192
A_new_stable_form_of_plutonium.txt,192
"Human_infant_brains,_bodies_ar.txt",192
Blood_test_could_diagnose_baby.txt,192
Mesothelin-targeted_CAR_T-cell.txt,192
'Invisible'_world_discovered:_.txt,192
Eastern_equine_encephalitis_vi.txt,192
Astrophysicist's_2004_theory_c.txt,192
Climate_uncertainty_colors_flo.txt,192
Innovative_solution_for_therma.txt,192
Dissatisfaction_in_three_dimen.txt,192
Physicists_discover_novel_quan.txt,192
CAR-T_immunotherapy_could_be_i.txt,192
Evidence_of_asteroid_belt_arou.txt,192
Formula_may_help_5G_wireless_n.txt,192
New_species_of_extinct_vampire.txt,193
Gene_network_associated_with_v.txt,193
"Babies_prefer_baby_talk,_wheth.txt",193
Product_review_websites_try_to.txt,193
Promotional_games_at_retail_st.txt,193
New_resource_to_advance_genomi.txt,193
Virus_previously_linked_to_chr.txt,193
Stonehenge_served_as_an_ancien.txt,193
Roadmap_to_HIV_eradication_via.txt,193
Chile_quake_at_epicenter_of_ex.txt,193
People_with_substance_use_diso.txt,193
Mathematical_tools_predict_if_.txt,193
Machine_learning_speeds_up_sim.txt,193
Enjoyment_of_pop_music_classic.txt,193
The_pandemic_lockdown_leads_to.txt,193
Nuclear_power_may_be_the_key_t.txt,193
Researchers_solve_the_mystery_.txt,193
Training_to_wisely_navigate_so.txt,193
The_genetic_susceptibility_of_.txt,193
The_gene_behind_an_unusual_for.txt,193
TV_watching_linked_with_potent.txt,193
No_more_traffic_blues_for_info.txt,193
Beta_cells_from_stem_cells:_Po.txt,193
Researchers_find_health_benefi.txt,193
Drug_users_know_their_stuff___.txt,193
Variations_in_quantitative_MRI.txt,193
An_amyloid_link_between_Parkin.txt,193
Anti-odor_coating_is_no_washou.txt,193
New_high-speed_method_for_spec.txt,193
Big_cats_and_small_dogs:_Solvi.txt,193
Women's_experiences_of_sexual_.txt,193
Repetitive_impacts_key_to_unde.txt,193
Organized_cybercrime_--_not_yo.txt,193
Shiga_toxin's_not_supposed_to_.txt,193
Could_playing_Tchaikovsky's_'N.txt,193
Artificial_intelligence_may_be.txt,193
Whether_people_inform_themselv.txt,193
COVID_virus_linked_with_headac.txt,193
Changing_atmospheric_condition.txt,193
Patients_opt_for_3D_simulation.txt,193
Mood_disorders_on_genetic_spec.txt,193
Marine_training_may_take_more_.txt,193
Studying_Pluto_orbiter_mission.txt,193
Past_fires_may_hold_key_to_red.txt,193
"Blueberries,_citrus_fruits,_re.txt",193
Leprosy_confirmed_in_wild_chim.txt,193
Dark_matter_is_slowing_the_spi.txt,193
New_research_studies_'domino_e.txt,193
Mother's_touch_lingers_in_her_.txt,193
Lipid-filled_particle_may_work.txt,193
Study_seeks_to_optimize_comfor.txt,193
New_evidence_that_fetal_membra.txt,193
A_new_approach_for_bolstering_.txt,193
How_neurons_could_disconnect_f.txt,193
Pension_benchmarks_give_consum.txt,193
Study_reveals_missing_link_bet.txt,193
PTSD_linked_to_increased_risk_.txt,193
Anxiety_effectively_treated_wi.txt,193
Plants_rely_on_the_CLASSY_gene.txt,193
Migraine_linked_to_increased_r.txt,193
Zooming_in_on_brain_circuits_a.txt,193
Breathing_new_life_into_fuel_c.txt,193
Rocky_mountain_spotted_fever_r.txt,193
Crash_safety:_New_traffic_ligh.txt,193
Researchers_record_brainwaves_.txt,193
The_Wendelstein_7-X_concept_pr.txt,193
New_telescope_is_exploring_sol.txt,193
Scientists_profile_FDA-approve.txt,193
Borderline_Personality_Disorde.txt,193
Erectile_dysfunction_drug_'eff.txt,193
Pluto_should_be_reclassified_a.txt,193
"Horses_get_the_flu,_too_______.txt",193
Real-world_study_shows_the_pot.txt,193
Researchers_reveal_how_skin_ce.txt,193
Biologists_found_hundreds_of_p.txt,193
Explosive_nuclear_astrophysics.txt,193
AI_helps_predict_treatment_out.txt,193
Uncovering_how_injury_to_the_p.txt,193
Study_examines_what_makes_peop.txt,193
Brain-to-gut_connections_trace.txt,193
Research_'final_nail_in_the_co.txt,193
Stem_cell_treatments_'go_deep'.txt,193
How_information_beyond_the_gen.txt,193
Boosting_treatments_for_metast.txt,193
Silencing_vibrations_in_the_gr.txt,193
Targeting_the_brain’s_immune_c.txt,193
Scientists_develop_lead-absorb.txt,193
Functional_hair_follicles_grow.txt,193
Near-earth_asteroid_might_be_a.txt,193
Early_deaths_rising_in_workers.txt,193
Genetic_changes_in_tumors_coul.txt,193
Targeted_drug_found_effective_.txt,193
"Why_we_prize_authenticity,_but.txt",193
Researchers_discover_repair_pr.txt,193
Optical_singularities_could_be.txt,193
How_human_disease-causing_gene.txt,193
Malaria_control_efforts_can_be.txt,193
GluN3A_knockout_mouse:_Alterna.txt,194
Name_that_tune:_Brain_takes_ju.txt,194
Climate_change_and_lithium_min.txt,194
Uncovering_the_secrets_of_ultr.txt,194
Widespread_retreat_and_loss_of.txt,194
Widespread_vitamin_D_deficienc.txt,194
Apollo_rock_samples_capture_ke.txt,194
Characteristic_chemical_signat.txt,194
Saliva_testing_may_help_doctor.txt,194
3D_biometric_authentication_ba.txt,194
Ringing_in_ears_keeps_brain_mo.txt,194
New_genetic_analysis_method_co.txt,194
'Wonder_material'_can_be_used_.txt,194
Judges'_decisions_in_sport_foc.txt,194
When_testing_Einstein's_theory.txt,194
Reducing_subsequent_injuries_a.txt,194
Associating_colors_with_vowels.txt,194
"Droughts_longer,_rainfall_more.txt",194
Scientists_identify_promising_.txt,194
Long-term_use_of_blood_pressur.txt,194
Mouse_pups_with_same-sex_paren.txt,194
"When_bots_do_the_negotiating,_.txt",194
Wastewater_Used_To_Map_Illicit.txt,194
The_role_of_lipids_in_the_deve.txt,194
"Droughts,_viruses_and_road_net.txt",194
Could_'cocktail_geoengineering.txt,194
'Bursty'_email_communication_h.txt,194
An_algorithm_for_large-scale_g.txt,194
Higher_olive_oil_intake_associ.txt,194
Kids'_blood_pressure_measureme.txt,194
Sperm_switch_swimming_patterns.txt,194
Unchecked_climate_change_will_.txt,194
"Potent_drug_supply_drop,_not_d.txt",194
Phytochemicals_In_Apples_Are_F.txt,194
World's_smallest_ultrasound_de.txt,194
Yes!_The_brain_can_be_trained_.txt,194
New_CRISPR_tech_targets_human_.txt,194
Can_drinking_cocoa_protect_you.txt,194
Trees_on_the_move:_Researchers.txt,194
Stem_cell_researchers_develop_.txt,194
High-intensity_interval_traini.txt,194
Mice’s_learning_skills_help_re.txt,194
Prostaglandin_Receptor_Key_To_.txt,194
Orb_hidden_in_distant_dust_is_.txt,194
Some_patients_with_chronic_fat.txt,194
Interferon_does_not_improve_ou.txt,194
Banning_the_sale_of_fossil-fue.txt,194
Abnormal_sodium_levels_in_hosp.txt,194
Study_suggests_blood_test_coul.txt,194
Charcoal-based_drug_delivery_s.txt,194
Fabrication_of_flexible_electr.txt,194
Huge_3-D_displays_without_3-D_.txt,194
Why_is_stroke_so_deadly_for_pe.txt,194
Unsustainable_Arctic_shipping_.txt,194
Self-healing_materials_for_rob.txt,194
Depression_puts_psoriasis_pati.txt,194
Satellites_are_key_to_monitori.txt,194
New_method_lets_researchers_ra.txt,194
Type_1_interferon_deficiency:_.txt,194
New_promise_of_forecasting_met.txt,194
Global_Health_Security_Index_f.txt,194
Long-term_benefit_of_SABR_for_.txt,194
The_sunshine_vitamin_that_‘D’e.txt,194
Was_Cascadia's_1700_earthquake.txt,194
Empathy_exacerbates_discussion.txt,194
The_brain's_support_cells_show.txt,194
RethiNKing_which_immune_cells_.txt,194
Protected_areas_see_continued_.txt,194
Gender_revolutions_in_who_hold.txt,194
The_changing_occupation_landsc.txt,194
Long-term_exposure_to_toxins_i.txt,194
One_in_three_young_adults_may_.txt,194
Galaxy_collision_creates_'spac.txt,194
Thinking_in_3D_improves_mathem.txt,194
Sleep_deprivation_increases_se.txt,194
Exposure_to_diesel_exhaust_par.txt,194
Nearly_6_million_children_are_.txt,194
Robotic_neck_brace_can_help_an.txt,194
Being_near_pollinator_habitat_.txt,194
Transforming_amber_waves_of_gr.txt,194
Physicists_report_definitive_e.txt,194
Papillomaviruses_may_be_able_t.txt,194
Western_Australia's_natural_'m.txt,194
Mutated_gene_safeguards_agains.txt,194
Transforming_materials_with_li.txt,194
First_immunotherapy_for_mesoth.txt,194
New_species_of_stegosaur_is_ol.txt,194
A_new_electrolyte_for_greener_.txt,194
"Free_Music,_Sampled:_Longer,_H.txt",194
Blushing_plants_reveal_when_fu.txt,194
Study_identifies_biomarkers_li.txt,194
Deciphering_the_genetics_behin.txt,194
Capturing_the_many_facets_of_e.txt,194
When_does_clean_eating_become_.txt,194
Reusable_catalyst_makes_C–H_bo.txt,194
Breast_milk_analyses_show_new_.txt,194
Marijuana_found_in_breast_milk.txt,194
Blood_Pressure_Drug_May_Curb_B.txt,194
Event_horizons_are_tunable_fac.txt,194
New_framework_incorporating_re.txt,194
Drug_that_treats_psoriasis_als.txt,194
Biologists_observe_a_molecular.txt,194
Biostatistician_studies_link_b.txt,194
Faking_emotions_at_work_does_m.txt,194
Cutting_edge_technology_to_bio.txt,194
Nanocarrier_spray:_Better_crop.txt,194
Beyond_skin_deep:_Understandin.txt,194
Pluto_'paints'_its_largest_moo.txt,194
Cluster_of_cocaine-fentanyl_ov.txt,194
How_to_catch_a_perfect_wave:_S.txt,194
Natural_gas_flares_likely_sour.txt,194
Mass_customization_can_make_fa.txt,195
"10,000-year-old_DNA_pens_the_f.txt",195
Tissue_abnormalities_found_in_.txt,195
Beating_the_heat:_Oxidation_in.txt,195
Melting_glaciers_contribute_to.txt,195
The_immune_system's_double_age.txt,195
Coastal_ecosystems_worldwide:_.txt,195
Consequences_of_Deepwater_Hori.txt,195
Genetic_evolution_doesn't_alwa.txt,195
Built-in_vibration_control_may.txt,195
From_ambition_to_biodiversity_.txt,195
New_model_examines_how_societa.txt,195
Science_shows_hype_about_your_.txt,195
Silicon_chips_combine_light_an.txt,195
Improved_neural_probe_can_pose.txt,195
Windows_that_outsmart_the_elem.txt,195
Cutting_off_cervical_cancer's_.txt,195
Blight_may_increase_public_hea.txt,195
Rare_'boomerang'_earthquake_ob.txt,195
'Titans_in_a_jar'_could_answer.txt,195
Dyslexia_linked_to_shorter_mem.txt,195
International_ozone_treaty_sto.txt,195
Topology_at_the_corner_of_the_.txt,195
When_to_break_from_the_herd_to.txt,195
Views_of_ideal_female_appearan.txt,195
The_nature_of_salmonella_is_ch.txt,195
Researchers_find_a_‘fearsome_d.txt,195
Complex_ideas_can_enter_consci.txt,195
Eating_disorder_behaviors_alte.txt,195
Scientists_throw_light_on_myst.txt,195
Learning_to_enjoy_cognitive_ef.txt,195
Have_Venusian_volcanoes_been_c.txt,195
Chemists_discover_a_range_of_e.txt,195
Researchers_develop_advanced_m.txt,195
COVID-19_causes_'hyperactivity.txt,195
Lego_builds_anaesthesia_skills.txt,195
'Wild_idea'_opens_possible_new.txt,195
Knowing_BRCA_status_associated.txt,195
Sand-sized_meteoroids_are_pepp.txt,195
The_most_important_task_for_a_.txt,195
Diet_and_weight_may_affect_res.txt,195
Studies_uncover_details_of_'ex.txt,195
Protective_mediators_can_help_.txt,195
"Language_trade-off?_No,_biling.txt",195
Cautiously_optimistic:_Study_l.txt,195
Coral_reef_biodiversity_predic.txt,195
Revealing_the_hidden_structure.txt,195
How_do_you_know_where_volcanic.txt,195
Deep_learning_model_classifies.txt,195
No_overall_difference_in_concu.txt,195
Visual_stress_could_be_a_sympt.txt,195
Exposing_blind_spots_in_the_ca.txt,195
New_stem_cell_population_provi.txt,195
Carbon_dissolved_in_Arctic_riv.txt,195
A_Matter_of_Dynamics__________.txt,195
More_than_half_of_in-hospital_.txt,195
Infections_from_respiratory_vi.txt,195
New_explanation_offered_for_sy.txt,195
Have_high_blood_pressure?_You_.txt,195
Common_stomach_bacteria_may_fi.txt,195
Unintentional_drug_use_continu.txt,195
Programmable_structures_from_t.txt,195
"Minority_trainees_are_up,_but_.txt",195
High-fat_diet_with_antibiotic_.txt,195
Why_four-legged_animals_are_be.txt,195
Using_Artificial_Intelligence_.txt,195
California_offshore_winds_show.txt,195
Lack_of_folic_acid_enrichment_.txt,195
Nuclear_energy_programs_do_not.txt,195
Pancreatic_cancer_trials_are_n.txt,195
Ultrathin_self-healing_polymer.txt,195
Scientists_identify_cells_resp.txt,195
Catch-22:_Stricter_border_enfo.txt,195
Long-term_exposure_to_low_leve.txt,195
Study_reveals_new_aspects_of_g.txt,195
New_anatomic_structure_in_the_.txt,195
How_earthquakes_deform_gravity.txt,195
Cancer_patients_use_less_marij.txt,195
Researchers_investigate_role_o.txt,195
New_method_for_imaging_exhaled.txt,195
No_keys_to_the_kingdom:_New_si.txt,195
Short-course_radiation_treatme.txt,195
Psychologists_create_body-maps.txt,195
What_doesn’t_kill_you_makes_yo.txt,195
COVID-19_ventilator_patients_c.txt,195
New_models_assess_bridge_suppo.txt,195
Twitter_sentiment_offers_clues.txt,195
Tubal_ligation_no_better_than_.txt,195
Landslide_along_Alaskan_fjord_.txt,195
Researchers_call_for_greater_c.txt,195
Telehealth_addiction_treatment.txt,195
Scientists_develop_new_gene_th.txt,195
Anatomy_of_the_impact_of_a_pro.txt,196
Brain_mechanisms_involved_in_l.txt,196
Patients_reported_internationa.txt,196
Lucky_genes_can_help_protect_p.txt,196
'Math_neurons'_identified_in_t.txt,196
New_research_finds_ginger_coun.txt,196
Sickle_cell_anemia_treatment_d.txt,196
New_data_indicate_rise_in_opio.txt,196
The_ever-winning_lottery_ticke.txt,196
Poor_iodine_levels_in_women_po.txt,196
Scientists_achieve_major_break.txt,196
One_in_6_women_with_learning_d.txt,196
Mushroom_consumption_may_lower.txt,196
Hubble_discovers_a_fifth_moon_.txt,196
The_creative_brain_is_wired_di.txt,196
Vitamin_C_Shown_To_Cross_The_B.txt,196
A_future_ocean_that_is_too_war.txt,196
Fertility:Key_protein_helps_sp.txt,196
Astronomers_assemble_'light-fi.txt,196
Study_reveals_details_of_immun.txt,196
New_search_engine_for_single_c.txt,196
People_who_are_depressed_may_b.txt,196
De-cluttering_may_not_help_peo.txt,196
Key_areas_of_measles_virus_pol.txt,196
New_genetic_target_for_blood_c.txt,196
Earphone_tracks_facial_express.txt,196
Researchers_infuse_bacteria_wi.txt,196
Ridesharing_intensifies_urban_.txt,196
When_to_release_free_and_paid_.txt,196
Decoding_tornadoes'_infrasound.txt,196
Babies_pay_attention_with_down.txt,196
Investigational_magnetic_devic.txt,196
Not_all_psychopaths_are_violen.txt,196
Star_cells_in_the_brain_render.txt,196
Can't_find_your_keys?_You_need.txt,196
Researchers_use_exosome-based_.txt,196
Seizure_forecasting_with_wrist.txt,196
Evidence_links_e-cigarette_use.txt,196
"For_kids_who_face_trauma,_good.txt",196
Tectonic_shift_in_Southern_Oce.txt,196
New_strategy_against_osteoporo.txt,196
New_discovery_may_help_reduce_.txt,196
New_neutron_detector_can_fit_i.txt,196
Polymer_electrolytes_for_all-s.txt,196
"Bacteria,_fungi_interact_far_m.txt",196
COVID-19_crisis:_Millions_of_U.txt,196
First_evidence_for_early_baby_.txt,196
Metabolic_syndrome_increased_r.txt,196
DisCo:_Boosting_the_efficiency.txt,196
Mucus_and_mucins_may_become_th.txt,196
'Diseases_of_despair'_have_soa.txt,196
COVID-19_less_severe_in_fully_.txt,196
Tanning_beds_and_risky_behavio.txt,196
Coloring_books_make_you_feel_b.txt,196
How_much_do_students_learn_whe.txt,196
Why_do_people_with_diabetes_de.txt,196
Scientists_monitor_brains_repl.txt,196
Is_reducing_opioids_for_pain_p.txt,196
What_factors_influence_the_lik.txt,196
Women's_hormones_play_role_in_.txt,196
Breakthrough_in_construction_o.txt,196
New_sediment_archive_for_histo.txt,196
Differences_in_brain_structure.txt,196
Social_media:_Simplifying_surv.txt,196
Waves_in_Saturn's_rings_give_p.txt,196
Obstructive_sleep_apnea_linked.txt,196
Both_early_experiences_and_gen.txt,196
Many_older_adults_are_deficien.txt,196
A_potential_antiviral_for_SARS.txt,196
Titan’s_river_maps_may_advise_.txt,196
How_El_Niño_and_drought_affect.txt,196
Climate_engineering:_Modelling.txt,196
Domestic_violence_reports_on_t.txt,196
How_automated_vehicles_can_imp.txt,196
Tsunamis’_magnetic_fields_are_.txt,196
Chip-based_optical_tweezers_le.txt,196
Non-hallucinogenic_psychedelic.txt,196
Salt_could_be_a_key_factor_in_.txt,196
Likely_home_of_Martian_meteori.txt,196
Raman_spectroscopy_poised_to_m.txt,196
Parkinson's_gene_may_impair_ho.txt,196
Study_digs_up_roles_bacteria_p.txt,196
Prostate_cancer_'super_respond.txt,196
Finding_upends_theory_about_th.txt,196
High_sodium_intake_may_contrib.txt,196
Touch_sensitive_brain_cells_co.txt,196
ALMA_discovers_earliest_gigant.txt,196
Wetter_weather_affects_composi.txt,196
New_treatment_to_combat_obesit.txt,196
New_clinical_guide_helps_physi.txt,196
New_antiviral_drug_combination.txt,196
Novel_cancer_vaccine_holds_pro.txt,196
Alaskan_seismometers_record_th.txt,196
Record-breaking_Texas_drought_.txt,196
Global_temperatures_over_last_.txt,196
Fickle_sunshine_slows_down_Rub.txt,196
Tuckered_out:_Early_Antarctic_.txt,196
Golfing_cockatoos_reveal_abili.txt,196
Pharmacologist_offers_plan_to_.txt,196
Research_offers_promise_for_tr.txt,196
PTSD_symptoms_vary_over_course.txt,196
Lockdown_saw_modest_drop_in_Ch.txt,196
How_attached_to_our_smart_phon.txt,196
Total_deaths_due_to_COVID-19_u.txt,196
Gas_bubbles_in_rock_pores_–_a_.txt,196
Researchers_combine_photoacous.txt,196
Lupin_and_Arsenic:_Research_on.txt,196
Bendy_robotic_arm_twisted_into.txt,196
Exposing_vaccine_hesitant_to_r.txt,196
First_virus_infection_linked_w.txt,196
Fish_help_control_crown-of-tho.txt,196
No_dream:_Electric_brain_stimu.txt,196
A_space-time_crystal__________.txt,196
New_tool_activates_deep_brain_.txt,197
Forests_could_be_key_to_estuar.txt,197
Seeking_a_way_of_preventing_au.txt,197
Decreased_vehicle_emissions_li.txt,197
Breakthrough_in_the_hunt_for_a.txt,197
The_Milky_Way_kidnapped_severa.txt,197
Long-term_space_travelers_will.txt,197
Culture_drives_human_evolution.txt,197
Augmented_reality_helps_tackle.txt,197
Microneedle_approach_to_addres.txt,197
Lower-sodium_turkey_breast_win.txt,197
New_surgical_approach_for_wome.txt,197
Time_running_out_to_save_coral.txt,197
Optimizing_winglets_for_minimu.txt,197
Comparing_the_pathogen_numbers.txt,197
Differences_in_immunity_and_bl.txt,197
"Chronic_fatigue_syndrome,_Gulf.txt",197
Brain_mapping_study_suggests_m.txt,197
Ebola-fighting_protein_discove.txt,197
New_theory_finds_upcoming_sate.txt,197
Being_Anglo-Saxon_was_a_matter.txt,197
COVID-19_infection_combined_wi.txt,197
Drug-resistant_infections:_If_.txt,197
How_life_came_to_Earth________.txt,197
Researchers_show_phone_calls_c.txt,197
Rise_of_termite_clone_queendom.txt,197
Compound_shows_promise_for_min.txt,197
Proper_maternal_folate_level_m.txt,197
Reducing_vessel_activity_key_t.txt,197
Scientists_explore_the_latent_.txt,197
When_absolute_certainty_may_no.txt,197
Novel_research_identifies_gene.txt,197
COVID-19_pandemic_likely_to_ca.txt,197
Half_of_all_drinkers_risk_exce.txt,197
Back-to-back_hurricanes_expect.txt,197
Traditional_Amazonian_drug_lin.txt,197
Pembrolizumab_shows_promise_in.txt,197
"Study_combines_climatic,_tecto.txt",197
Study_identifies_'Achilles_hee.txt,197
Largest_genetic_study_of_migra.txt,197
Ancient_bone_tools_found_in_Mo.txt,197
Cycles_of_reward:_New_insight_.txt,197
Magnetic_brain_waves_to_detect.txt,197
Population_only_part_of_tornad.txt,197
Training_helps_teachers_antici.txt,197
Plasma-based_engineering_creat.txt,197
Hydrocarbon_gas:_Explanation_f.txt,197
Electrons_on_the_edge:_The_sto.txt,197
Fish_Appear_to_Recognize_Thems.txt,197
From_meadow_to_plate:_The_cult.txt,197
Airborne_radar_reveals_groundw.txt,197
Travel_paths_of_primates_show_.txt,197
"'Prescription'_to_sit_less,_mo.txt",197
Using_ergonomics_to_reduce_pai.txt,197
Environmentally_friendly_ways_.txt,197
Electric_fish_--_and_humans_--.txt,197
Minimum_wage_'an_effective_too.txt,197
"What_is_innovation,_and_how_ca.txt",197
Schizophrenia_linked_with_abno.txt,197
'Cataclysmic'_collision_shaped.txt,197
IBS_patients_(can't_get_no)_sa.txt,197
People_affected_by_COVID-19_ar.txt,197
Link_found_between_time_percep.txt,197
Could_naked_mole_rats_hold_key.txt,197
CRISPR_halts_Duchenne_muscular.txt,197
The_cellular_response_that_pro.txt,197
How_well_do_boosters_work?_Dep.txt,197
CRISPR_gene_editing_reveals_ne.txt,197
Aggressive_prostate_and_lung_c.txt,197
Satellite_images_show_positive.txt,197
New_anti-HIV_antibody_function.txt,197
Eye_movements_of_those_with_dy.txt,197
CT_scans_of_Egyptian_mummies_r.txt,197
Grass_found_in_Baltic_amber___.txt,197
Where_does_gold_come_from?_New.txt,197
Violent_video_games_blamed_mor.txt,197
The_African_wild_dog:_An_ambas.txt,197
Cancer_has_ripple_effect_on_di.txt,197
Future_information_technologie.txt,197
Oldest_genome_from_Wallacea_sh.txt,197
Warmer_West_Coast_ocean_condit.txt,197
Boosting_muscle_stem_cells_to_.txt,197
Women_more_likely_to_have_'typ.txt,197
Plasmodium_falciparum_evolving.txt,197
Uncontrolled_blood_pressure_is.txt,197
London_produces_up_to_a_third_.txt,197
Crystal_structure_reveals_how_.txt,198
Big_data_helps_identify_better.txt,198
Rare_genetic_cause_of_peritone.txt,198
Virtual_care_with_remote_monit.txt,198
Huntington's_disease_driven_by.txt,198
Study_sheds_surprising_light_o.txt,198
Could_new_discovery_play_a_rol.txt,198
Chemical_discovery_gets_reluct.txt,198
Smartphone_users_are_redefinin.txt,198
Making_self-driving_cars_human.txt,198
Venus_transit_and_lunar_mirror.txt,198
"Job_security,_finances_strongl.txt",198
Better_material_for_wearable_b.txt,198
Timing_of_brain_injury_in_preg.txt,198
"Like_our_social_media_feeds,_o.txt",198
Brain_cell_differences_could_b.txt,198
Evidence_for_a_massive_paleo-t.txt,198
Survivors_of_heart_attack_plus.txt,198
Gas-passing_plankton_illumine_.txt,198
Scientists_capture_the_fleetin.txt,198
Link_between_Crohn’s_disease_a.txt,198
Restoring_nerve-muscle_communi.txt,198
A_I__tool_provides_more_accura.txt,198
A_computer_predicts_your_thoug.txt,198
Collapse_of_ancient_Liangzhu_c.txt,198
Bee_appearance_and_behavior_ma.txt,198
